_id,usuarioId,restauranteId,ordenId,calificacion,comentario,fecha
f2753f18-1371-4307-a077-8f0b833ab7d0,33b54600-2cef-4517-876e-58bdcd149604,71d79bb9-5a38-4edd-ab64-84d23a4e38f7,bca3cba5-48a1-4e03-b990-ecc2e0995147,4,Excelente servicio,2023-12-30T00:00:00
401757ee-d102-4f78-911d-3cb4d98f3c98,d26269ab-58f1-4cda-9d90-6557449303bc,09b76e7e-b18c-4a09-85cd-020323ee52d5,43545661-a40d-4a83-b116-8d2684466dd2,2,Comida deliciosa,2024-01-14T00:00:00
bf4e9c30-c491-4e44-abea-91dc5e6e3ab7,c9ccd840-970a-41aa-8cc1-c34dd43b517c,4cbd5b69-173b-434b-b4a3-7f55681c8621,2a2873b0-bff1-4ca6-b872-8532d5b92445,2,Excelente servicio,2023-08-06T00:00:00
979991c1-94d5-48ed-83fe-99990c4a3fe0,9a555d8e-224c-4000-bea1-3ac11a1cffc2,5673f809-d640-4bda-8aec-f77b8fa5e2de,7b8fa285-499a-4859-95d4-0e46e711e880,5,Excelente servicio,2023-04-19T00:00:00
831ffb04-35cf-43e8-916f-19063243ddf4,c9ccd840-970a-41aa-8cc1-c34dd43b517c,78192632-d7f9-4f7d-a314-88e46bfa847a,ca4acfd5-57a2-4979-b004-f8c3a2a9ddb1,5,Excelente servicio,2024-08-31T00:00:00
c596e1d0-9d56-46a0-9c00-31938792929d,4646eb7d-ea5b-4e8e-9d05-0c47e8a72f6c,5673f809-d640-4bda-8aec-f77b8fa5e2de,0c5db54f-038c-4cc0-856a-4d9f00c9200f,4,Comida deliciosa,2024-05-16T00:00:00
2785f8da-1cc1-450e-a8f5-3f74d0f67814,2dd63ad9-70bd-46a9-85f2-74eaa74c9f77,09b76e7e-b18c-4a09-85cd-020323ee52d5,9d206faa-86f2-433f-9983-c0522c72f673,5,Excelente servicio,2023-05-21T00:00:00
9ede87fb-5652-445e-a843-43df4b8aaf10,bcbb1873-233e-4d6f-83f7-856db5e262b4,09b76e7e-b18c-4a09-85cd-020323ee52d5,bd101652-71f2-4c17-a874-3866e9d72aad,1,Comida deliciosa,2023-09-15T00:00:00
a18ea568-5c82-468d-8cfd-6330fb12b6ce,82c7bfae-0e4a-4279-abaa-43275586bb5c,71d79bb9-5a38-4edd-ab64-84d23a4e38f7,9218613b-9223-4773-b3f1-c1940342e127,3,Repetiré sin duda,2024-02-14T00:00:00
d88e650d-9069-4ada-9d57-a52b8e0bb024,aa864e83-483a-44fa-bc65-139381aa694a,5673f809-d640-4bda-8aec-f77b8fa5e2de,f4bbcb56-7b42-4b87-817d-0b6d5c6f5f06,4,Comida deliciosa,2023-01-17T00:00:00
25dee96b-d95c-465d-ba91-bd340255246c,ec7256b3-8430-4c13-9999-ae3e5afd72da,7a14cb60-360e-411d-8124-2587403d99bc,d6e316ba-d2f5-4758-b586-727d3c3f73f4,3,Repetiré sin duda,2023-01-31T00:00:00
c689dbec-992e-4f31-ba0b-76feaa40f7eb,aa864e83-483a-44fa-bc65-139381aa694a,c46e1201-6a77-4cac-bd36-fce9df768de8,784c930c-1ce5-4496-969a-964ddc5331be,3,No me gustó,2023-10-26T00:00:00
f6c48044-20f1-4f35-a032-eaceb82cf52b,3ef03a69-3ac1-4a15-b914-64d61d4fe647,5673f809-d640-4bda-8aec-f77b8fa5e2de,220b6f1a-de01-4bc3-9d6c-4a3c76577892,5,Muy lento,2023-10-18T00:00:00
1df3c809-bbe5-410b-9f43-1931fc9dc003,18ffb3a0-c18c-4b88-babb-b3e1622d28a1,5673f809-d640-4bda-8aec-f77b8fa5e2de,b9130abb-c95a-4849-91d1-51b00af5eebe,5,Comida deliciosa,2023-07-14T00:00:00
