_id,usuarioId,restauranteId,fecha,estado,total,items
e8530b0a-25d0-4621-8919-3e70c57d469e,78d7317e-4698-4e18-95d5-b80ee768dea5,22f9e9ce-9b29-4c59-b668-bd5d1111bef0,2024-01-16T00:00:00,cancelado,626.13,"[{'menuItemId': 'e2602354-b65d-4443-9b7a-6650130a05aa', 'cantidad': 3}, {'menuItemId': 'd9e852b9-bdd9-4404-8452-11ab32d176ee', 'cantidad': 3}, {'menuItemId': '0a1f89ac-bee2-47ff-8426-150e00a866e6', 'cantidad': 2}, {'menuItemId': '17f8d084-0d8b-4724-a822-5ea2b5bf5ba6', 'cantidad': 1}]"
47dd3523-c66e-4cb9-b9f4-afdfbb76a2e8,375e13d0-4c40-4b4a-8b76-fc74d1f22316,1e28c03d-1130-4fcc-bd9e-f4bdcd4f67da,2023-05-17T00:00:00,enviado,82.46,"[{'menuItemId': '5565e071-822e-4690-a38a-ac9de0aeebd6', 'cantidad': 1}]"
b9935485-260b-4c83-a2bd-4fcf25dbf3df,eed31fbd-86a3-434c-9eea-f026c4bed2ec,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2023-11-20T00:00:00,entregado,462.42,"[{'menuItemId': '9c5bda69-ca67-4864-b888-01bd5da61fb3', 'cantidad': 1}, {'menuItemId': '6689802d-91f3-42d2-91d7-f1f287b89da8', 'cantidad': 3}, {'menuItemId': 'd6479c4b-4ab3-40ea-84d2-4d35a9d63ae3', 'cantidad': 3}]"
de462fc0-4421-4d99-b852-b92014ad7d23,1a47aa9c-6f4e-490c-9ec4-cd1d828c683e,3b0ddef6-005b-4ebd-b9b5-75242bca19fc,2024-07-31T00:00:00,entregado,352.74,"[{'menuItemId': '3ab6fea2-cd4b-4c02-b5d6-f031b742652e', 'cantidad': 3}, {'menuItemId': '4cb967f4-041f-4cb6-ad91-50dcc6d23b04', 'cantidad': 3}]"
9b53ae18-7e58-4392-bdf3-ae71756a5ee6,f28b07b8-4967-4015-a5c1-0d34c9c63183,64e70b19-352a-4d08-9e6a-249baec89cfa,2024-02-16T00:00:00,pendiente,502.33,"[{'menuItemId': 'd82a0783-d9b8-4acb-bbaf-cfb14ae3e76d', 'cantidad': 1}, {'menuItemId': '0620b8d7-da26-4ff7-8f89-87b822950de3', 'cantidad': 2}, {'menuItemId': '5a48839e-551c-463c-a503-9c6dd3ddbf22', 'cantidad': 2}, {'menuItemId': '80336034-6b0a-414f-89c3-35e59aedd429', 'cantidad': 3}]"
e9e08b57-7463-4bcf-a396-d9669f0b8ae6,65926677-ae2e-4776-9337-2ac392142136,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2023-10-25T00:00:00,entregado,364.68,"[{'menuItemId': '9c5bda69-ca67-4864-b888-01bd5da61fb3', 'cantidad': 3}, {'menuItemId': 'f9a5ac4d-ceb2-4256-a383-f0dbfe0dcae0', 'cantidad': 3}]"
21b5b50c-b0d4-4af6-997f-68e286af9d98,e922a4da-c238-4f5a-86e6-ff6b6a6a10d8,c770db2c-1dd3-44be-b86e-355b7f51a8b7,2024-02-29T00:00:00,enviado,519.16,"[{'menuItemId': 'f8bede5e-db6e-4a13-97ff-b820423c0cc7', 'cantidad': 3}, {'menuItemId': '8c2c4460-e240-4cb2-9c64-62b3f4b90688', 'cantidad': 1}, {'menuItemId': 'e4e2bdc5-c1e2-45d0-848e-89ebaf932941', 'cantidad': 3}, {'menuItemId': '21bc2b61-5fb8-4362-9499-84842fc27cc0', 'cantidad': 3}]"
d4da1d4a-41bb-493f-8b6e-dc686874d085,da297681-cda2-4893-b338-f05688c0ce22,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,2024-01-13T00:00:00,entregado,122.91,"[{'menuItemId': '355f369e-a9ca-4d99-8a31-2d7ffa2d57ef', 'cantidad': 3}]"
d39eab07-0d7c-4aad-b8e6-d3037e199cf5,da297681-cda2-4893-b338-f05688c0ce22,f3622cae-f794-41b3-b176-4367aba2df3f,2024-08-04T00:00:00,cancelado,579.78,"[{'menuItemId': '6a9cae3a-7565-4818-a403-c6c1fc498202', 'cantidad': 3}, {'menuItemId': '7046bd52-6586-4b6b-8dbe-fbf1bed5c1ee', 'cantidad': 2}, {'menuItemId': 'e11ace9b-6546-48c7-b4ff-1f2a89f6d168', 'cantidad': 3}, {'menuItemId': '54c40a10-5f10-4f76-a6ff-e4cec9d723e0', 'cantidad': 2}]"
71b2e7cd-70b9-4ba9-aab2-f41ec62e1495,6c074cd1-3f9b-47c3-9526-d2c78f8f9194,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,2023-11-02T00:00:00,pendiente,209.33,"[{'menuItemId': '355f369e-a9ca-4d99-8a31-2d7ffa2d57ef', 'cantidad': 3}, {'menuItemId': 'ce8f82d9-1813-4784-9905-b76b15164d4b', 'cantidad': 1}]"
221534c7-47b1-4f5a-8fae-77495a24c43b,4ed347c8-6d77-4b00-8cf3-efe6f9f3a42c,13b58a4d-54e2-4132-b35c-d069f115c848,2023-07-31T00:00:00,entregado,558.75,"[{'menuItemId': '14f23e16-4c5d-4c6f-b2e3-a6b0797b11a4', 'cantidad': 3}, {'menuItemId': '2bc8488d-be58-4af4-9e8a-7d54dbce4a9c', 'cantidad': 2}, {'menuItemId': '67f298b4-12f4-4dd0-9d90-6e57a1cfaf1c', 'cantidad': 3}]"
a223494b-0f8b-40e2-9773-62c17ac73857,6e24354f-8c68-47fc-8bfb-5a4419f1484d,13b58a4d-54e2-4132-b35c-d069f115c848,2023-04-04T00:00:00,enviado,272.94,"[{'menuItemId': '14f23e16-4c5d-4c6f-b2e3-a6b0797b11a4', 'cantidad': 3}, {'menuItemId': '2bc8488d-be58-4af4-9e8a-7d54dbce4a9c', 'cantidad': 2}]"
596786f4-c68a-4226-9212-5a7b4b19d137,f28b07b8-4967-4015-a5c1-0d34c9c63183,c770db2c-1dd3-44be-b86e-355b7f51a8b7,2024-03-28T00:00:00,cancelado,505.95,"[{'menuItemId': '21bc2b61-5fb8-4362-9499-84842fc27cc0', 'cantidad': 3}, {'menuItemId': 'e4e2bdc5-c1e2-45d0-848e-89ebaf932941', 'cantidad': 3}, {'menuItemId': 'aecbd6ea-db66-4acd-9afb-01288be77595', 'cantidad': 1}, {'menuItemId': 'f8bede5e-db6e-4a13-97ff-b820423c0cc7', 'cantidad': 3}]"
26d79d29-f321-4232-ade8-558ae36d0396,969b725b-8966-4ce7-9ac7-5f7e30bb5da8,13b58a4d-54e2-4132-b35c-d069f115c848,2023-10-20T00:00:00,entregado,393.39,"[{'menuItemId': '2bc8488d-be58-4af4-9e8a-7d54dbce4a9c', 'cantidad': 3}, {'menuItemId': '1dba5312-7d7c-4099-b80a-8ff8613861ea', 'cantidad': 1}, {'menuItemId': 'a9d01cc4-d373-4684-a3ff-11969d76f4dc', 'cantidad': 2}]"
dc4baf01-deee-4dd6-9556-70b8a6ce861d,d524cf3f-2703-48df-b174-ba8205a11649,22f9e9ce-9b29-4c59-b668-bd5d1111bef0,2024-06-12T00:00:00,enviado,175.6,"[{'menuItemId': 'e2602354-b65d-4443-9b7a-6650130a05aa', 'cantidad': 1}, {'menuItemId': '0a1f89ac-bee2-47ff-8426-150e00a866e6', 'cantidad': 2}]"
66d7a971-c9e0-4aa5-b7d4-714870a9a4be,d524cf3f-2703-48df-b174-ba8205a11649,1e28c03d-1130-4fcc-bd9e-f4bdcd4f67da,2023-01-14T00:00:00,pendiente,375.07,"[{'menuItemId': '7724dcd9-5c86-4ea0-8bdc-efc9a7dea662', 'cantidad': 2}, {'menuItemId': 'd15ff9ab-c8a7-427f-9984-ac1ed7eb44f1', 'cantidad': 3}, {'menuItemId': '5565e071-822e-4690-a38a-ac9de0aeebd6', 'cantidad': 1}]"
3c18c9cd-7d10-431d-8157-fa7dc9559a79,51acd6b7-9dc3-4be5-af37-0727f6de0c5a,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,2024-11-02T00:00:00,cancelado,299.52,"[{'menuItemId': '60609d64-b74d-49fe-92a7-59fccda5c8e5', 'cantidad': 2}, {'menuItemId': 'c99855e5-901a-4a61-bbb5-6318581bfc69', 'cantidad': 3}]"
2d35de34-f9a3-4bb7-8044-ddfbb91fd072,f1bb7385-7d10-4076-917a-83efb9e507f3,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,2024-01-01T00:00:00,cancelado,183.24,"[{'menuItemId': '60609d64-b74d-49fe-92a7-59fccda5c8e5', 'cantidad': 2}]"
c5e3a8e6-146a-4777-a9eb-768a1f84670d,51acd6b7-9dc3-4be5-af37-0727f6de0c5a,c770db2c-1dd3-44be-b86e-355b7f51a8b7,2024-03-06T00:00:00,entregado,404.51,"[{'menuItemId': 'aecbd6ea-db66-4acd-9afb-01288be77595', 'cantidad': 2}, {'menuItemId': 'e4e2bdc5-c1e2-45d0-848e-89ebaf932941', 'cantidad': 2}, {'menuItemId': '21bc2b61-5fb8-4362-9499-84842fc27cc0', 'cantidad': 3}, {'menuItemId': 'f8bede5e-db6e-4a13-97ff-b820423c0cc7', 'cantidad': 1}]"
433c577b-7335-499f-a926-f2053a5c31d7,fbea2c2f-df13-44e0-ad99-f481c8f16106,64e70b19-352a-4d08-9e6a-249baec89cfa,2023-08-03T00:00:00,enviado,343.17,"[{'menuItemId': '5a48839e-551c-463c-a503-9c6dd3ddbf22', 'cantidad': 2}, {'menuItemId': '80336034-6b0a-414f-89c3-35e59aedd429', 'cantidad': 2}, {'menuItemId': '0620b8d7-da26-4ff7-8f89-87b822950de3', 'cantidad': 1}]"
9fe79102-81b7-4b53-a58c-885c0c1b6606,fedb084f-6344-4e5a-9743-8ff10c9467f6,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,2023-11-26T00:00:00,pendiente,347.59,"[{'menuItemId': 'ce8f82d9-1813-4784-9905-b76b15164d4b', 'cantidad': 3}, {'menuItemId': '355f369e-a9ca-4d99-8a31-2d7ffa2d57ef', 'cantidad': 1}, {'menuItemId': '474af805-0d15-410c-8cdb-520ad0f09a79', 'cantidad': 1}]"
e1c51e03-569c-4a3f-9fa6-3421eb73b3f7,eed31fbd-86a3-434c-9eea-f026c4bed2ec,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,2023-12-07T00:00:00,pendiente,355.48,"[{'menuItemId': 'c99855e5-901a-4a61-bbb5-6318581bfc69', 'cantidad': 2}, {'menuItemId': '60609d64-b74d-49fe-92a7-59fccda5c8e5', 'cantidad': 2}, {'menuItemId': '474af805-0d15-410c-8cdb-520ad0f09a79', 'cantidad': 2}]"
5a7c0478-792d-4a8a-af98-99e0bc787c67,28a6a0ea-3185-44ce-aa88-59b60ad37a37,3b0ddef6-005b-4ebd-b9b5-75242bca19fc,2023-09-25T00:00:00,entregado,149.81,"[{'menuItemId': '3ab6fea2-cd4b-4c02-b5d6-f031b742652e', 'cantidad': 1}, {'menuItemId': 'c5b800d8-1429-450f-b989-485c1bdba7bf', 'cantidad': 1}, {'menuItemId': '4cb967f4-041f-4cb6-ad91-50dcc6d23b04', 'cantidad': 1}]"
5f8284bb-e51d-4632-9ea6-79f2762e9c59,965d6eca-e99e-4352-98ae-c5bb3ae26f64,f3622cae-f794-41b3-b176-4367aba2df3f,2023-05-15T00:00:00,entregado,78.96,"[{'menuItemId': 'e11ace9b-6546-48c7-b4ff-1f2a89f6d168', 'cantidad': 2}]"
152d9ca2-0726-4fac-aeca-cd9e582a00b9,d791e32d-4281-40df-90a3-20648548ea5d,3b0ddef6-005b-4ebd-b9b5-75242bca19fc,2023-03-30T00:00:00,entregado,218.14,"[{'menuItemId': '3ab6fea2-cd4b-4c02-b5d6-f031b742652e', 'cantidad': 1}, {'menuItemId': 'ce848bad-92db-44e8-8da1-0a08c2c76ec0', 'cantidad': 2}]"
dcf77e60-f86c-4362-87c1-35e0e93e13c0,d524cf3f-2703-48df-b174-ba8205a11649,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,2024-09-21T00:00:00,entregado,159.46,"[{'menuItemId': 'c99855e5-901a-4a61-bbb5-6318581bfc69', 'cantidad': 2}, {'menuItemId': '355f369e-a9ca-4d99-8a31-2d7ffa2d57ef', 'cantidad': 2}]"
e48d8a25-a70f-4ec0-9533-99107af2e8ad,1ce32713-8230-43eb-a76a-19fd7d816261,3b0ddef6-005b-4ebd-b9b5-75242bca19fc,2024-07-25T00:00:00,pendiente,523.44,"[{'menuItemId': '4cb967f4-041f-4cb6-ad91-50dcc6d23b04', 'cantidad': 2}, {'menuItemId': 'ce848bad-92db-44e8-8da1-0a08c2c76ec0', 'cantidad': 3}, {'menuItemId': '3ab6fea2-cd4b-4c02-b5d6-f031b742652e', 'cantidad': 3}]"
4ce480dc-dd2d-46cf-b93b-a50f04cd4f12,8dcfbdbf-e014-45cd-b7d4-f4b6fc29b929,22f9e9ce-9b29-4c59-b668-bd5d1111bef0,2023-05-31T00:00:00,cancelado,652.83,"[{'menuItemId': '0a1f89ac-bee2-47ff-8426-150e00a866e6', 'cantidad': 3}, {'menuItemId': 'd9e852b9-bdd9-4404-8452-11ab32d176ee', 'cantidad': 3}, {'menuItemId': '17f8d084-0d8b-4724-a822-5ea2b5bf5ba6', 'cantidad': 1}, {'menuItemId': 'dd5d72a3-2b23-455c-a908-7c59261ba6ce', 'cantidad': 3}]"
3a185a48-38e8-4529-8a5b-e32989a9b57e,1e6a9a40-ee4f-43a4-988a-86a10a9ece08,64e70b19-352a-4d08-9e6a-249baec89cfa,2024-07-08T00:00:00,cancelado,229.53,"[{'menuItemId': '0620b8d7-da26-4ff7-8f89-87b822950de3', 'cantidad': 3}]"
281bb4ef-8ec1-4dec-b2c9-3e40f871b6a0,f02c9627-9a1b-425d-a67e-31672685dd2e,64e70b19-352a-4d08-9e6a-249baec89cfa,2023-11-05T00:00:00,cancelado,216.4,"[{'menuItemId': '5a48839e-551c-463c-a503-9c6dd3ddbf22', 'cantidad': 2}, {'menuItemId': '80336034-6b0a-414f-89c3-35e59aedd429', 'cantidad': 1}]"
84e384b1-7f15-4734-b428-a8523eba9e2d,104ca620-cb9c-4963-a246-56770435f9ea,c770db2c-1dd3-44be-b86e-355b7f51a8b7,2023-08-08T00:00:00,cancelado,344.72,"[{'menuItemId': '8c2c4460-e240-4cb2-9c64-62b3f4b90688', 'cantidad': 3}, {'menuItemId': '21bc2b61-5fb8-4362-9499-84842fc27cc0', 'cantidad': 1}, {'menuItemId': 'aecbd6ea-db66-4acd-9afb-01288be77595', 'cantidad': 3}]"
d99ecb24-b59c-495d-bb04-d6f2a73133c3,1e6a9a40-ee4f-43a4-988a-86a10a9ece08,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2023-09-30T00:00:00,entregado,269.15,"[{'menuItemId': '9c5bda69-ca67-4864-b888-01bd5da61fb3', 'cantidad': 3}, {'menuItemId': '1e0a8d96-120f-43dc-82e9-1cb742decc77', 'cantidad': 1}, {'menuItemId': 'f9a5ac4d-ceb2-4256-a383-f0dbfe0dcae0', 'cantidad': 1}]"
7964223e-0134-41ee-904a-8f090e641e07,2d4ebe68-0b3c-4007-8330-2f3bea64ea8e,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2023-06-30T00:00:00,entregado,292.97,"[{'menuItemId': '1e0a8d96-120f-43dc-82e9-1cb742decc77', 'cantidad': 1}, {'menuItemId': 'd6479c4b-4ab3-40ea-84d2-4d35a9d63ae3', 'cantidad': 3}]"
7512b8e9-2a9a-41d0-965d-22708bf5be18,0e40141d-1196-441a-a95b-871320a8f68f,650b0871-2e2a-4a19-ae1e-e543c56f7cc5,2024-03-07T00:00:00,pendiente,605.99,"[{'menuItemId': '79ecb324-4f0f-483c-b651-50fccbbbfdca', 'cantidad': 3}, {'menuItemId': '8b8478f0-3ee0-49d2-85e2-532b0d3b5c6c', 'cantidad': 2}, {'menuItemId': 'c9e48726-7384-46d3-9769-1073d3f2d946', 'cantidad': 2}, {'menuItemId': 'dc9d62ff-7dd9-4cc6-b3ed-21591ef772c4', 'cantidad': 3}]"
80c4bfea-5919-4da6-8e55-65ef695b6d5c,e922a4da-c238-4f5a-86e6-ff6b6a6a10d8,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2024-04-12T00:00:00,entregado,317.04,"[{'menuItemId': '6689802d-91f3-42d2-91d7-f1f287b89da8', 'cantidad': 3}, {'menuItemId': '9c5bda69-ca67-4864-b888-01bd5da61fb3', 'cantidad': 3}]"
b5f24405-62f1-43d0-8fb4-6363eef2b6da,2d4ebe68-0b3c-4007-8330-2f3bea64ea8e,22f9e9ce-9b29-4c59-b668-bd5d1111bef0,2023-02-17T00:00:00,cancelado,684.98,"[{'menuItemId': '0a1f89ac-bee2-47ff-8426-150e00a866e6', 'cantidad': 3}, {'menuItemId': 'e2602354-b65d-4443-9b7a-6650130a05aa', 'cantidad': 2}, {'menuItemId': 'd9e852b9-bdd9-4404-8452-11ab32d176ee', 'cantidad': 3}, {'menuItemId': '17f8d084-0d8b-4724-a822-5ea2b5bf5ba6', 'cantidad': 3}]"
8c1b6444-dfbb-45ed-aba3-7d27995ecc4f,6e24354f-8c68-47fc-8bfb-5a4419f1484d,64e70b19-352a-4d08-9e6a-249baec89cfa,2023-08-11T00:00:00,cancelado,115.46,"[{'menuItemId': '5a48839e-551c-463c-a503-9c6dd3ddbf22', 'cantidad': 1}, {'menuItemId': 'd82a0783-d9b8-4acb-bbaf-cfb14ae3e76d', 'cantidad': 1}]"
1a698409-82ae-4954-9a20-c4eb66c3785b,27613df5-7915-4fdc-a112-322fd78cbfa0,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2024-10-14T00:00:00,entregado,108.86,"[{'menuItemId': '1e0a8d96-120f-43dc-82e9-1cb742decc77', 'cantidad': 1}, {'menuItemId': '9c5bda69-ca67-4864-b888-01bd5da61fb3', 'cantidad': 1}]"
7a76d814-b28b-432f-a9ad-8788325c3d6e,2049dc13-3ac8-4ec6-a0e1-420276db5954,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2023-07-09T00:00:00,entregado,210.39,"[{'menuItemId': '1e0a8d96-120f-43dc-82e9-1cb742decc77', 'cantidad': 3}]"
1167b54e-3867-4a31-8187-f82087a3cdb0,0305d886-e368-4123-9587-9e2f3026f2c8,64e70b19-352a-4d08-9e6a-249baec89cfa,2024-07-10T00:00:00,entregado,263.31,"[{'menuItemId': '5a48839e-551c-463c-a503-9c6dd3ddbf22', 'cantidad': 2}, {'menuItemId': 'd82a0783-d9b8-4acb-bbaf-cfb14ae3e76d', 'cantidad': 3}]"
a8448402-c78c-492d-b861-7e1b17aa9957,420cde2d-c954-45ca-8c76-02854700c677,13b58a4d-54e2-4132-b35c-d069f115c848,2023-11-15T00:00:00,enviado,285.81,"[{'menuItemId': '67f298b4-12f4-4dd0-9d90-6e57a1cfaf1c', 'cantidad': 3}]"
